validScientificName,kingdom,phylum,order,family.ORIG,genus.ORIG,species,taxonRank.ORIG,iucnRedListCategory,decimalLongitude,decimalLatitude,coordinateUncertaintyInMeters,year,datasetKey,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Aneura pinguis,Plantae,Marchantiophyta,Metzgeriales,Aneuraceae,Aneura,Aneura pinguis,SPECIES,NE,10.4235,63.4454,1414,1897,6728c42d-c4b6-4fda-a211-5ad1bb59cda4,Aneura pinguis (L.) Dumort.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,332,1,wfo-0001195999,35184440,35184440,Aneura pinguis,species,wfo-4000002076,(L.) Dumort.,Aneuraceae,"","",,Aneura,"",pinguis,"",species,Valid,Comment. Bot. 115 1822,Accepted,"","",,Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35184440 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35184440 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/tro-35184440,The Bryophyte TEN,B,tro-35184440,"",FALSE,"","",""
Phalaris arundinacea L.,Plantae,Tracheophyta,Poales,Poaceae,Phalaris,Phalaris arundinacea,SPECIES,LC,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Phalaris arundinacea L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,333,1,wfo-0000889610,urn:lsid:ipni.org:names:415571-1,433393,Phalaris arundinacea,species,wfo-4000029096,L.,Poaceae,"","",,Phalaris,"",arundinacea,"",species,Valid,Sp. Pl. : 55 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 55 1753  to Sp. Pl. : 55 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-433393 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-433393,The Poaceae TEN,A,kew-433393,"",FALSE,"","",""
Alopecurus pratensis L.,Plantae,Tracheophyta,Poales,Poaceae,Alopecurus,Alopecurus pratensis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Alopecurus pratensis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,334,1,wfo-0000845656,urn:lsid:ipni.org:names:387176-1,391506,Alopecurus pratensis,species,wfo-4000001354,L.,Poaceae,"","",,Alopecurus,"",pratensis,"",species,Valid,Sp. Pl. : 60 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 60 1753  to Sp. Pl. : 60 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-391506 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-391506,The Poaceae TEN,A,kew-391506,"",FALSE,"","",""
Alopecurus pratensis L.,Plantae,Tracheophyta,Poales,Poaceae,Alopecurus,Alopecurus pratensis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Alopecurus pratensis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,334,2,wfo-0000845457,urn:lsid:ipni.org:names:387025-1,391321,Alopecurus arundinaceus,species,wfo-4000001354,Poir.,Poaceae,"","",,Alopecurus,"",arundinaceus,"",species,Valid,Encycl. 8: 766 (1808),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Encycl. [J. Lamarck & al.] 8: 766. 1808 [22 Aug 1808]  to Encycl. 8: 766 (1808), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org",http://www.theplantlist.org/tpl1.1/record/kew-391321,The Poaceae TEN,A,kew-391321,"",TRUE,Synonym,wfo-0000845657,Alopecurus pratensis
Alopecurus geniculatus L.,Plantae,Tracheophyta,Poales,Poaceae,Alopecurus,Alopecurus geniculatus,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Alopecurus geniculatus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,335,1,wfo-0000845537,urn:lsid:ipni.org:names:387091-1,391395,Alopecurus geniculatus,species,wfo-4000001354,L.,Poaceae,"","",,Alopecurus,"",geniculatus,"",species,Valid,Sp. Pl. : 60 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 60 1753  to Sp. Pl. : 60 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-391395 >The Plant Lis",http://www.theplantlist.org/tpl1.1/record/kew-391395,The Poaceae TEN,A,kew-391395,"",FALSE,"","",""
Alopecurus geniculatus L.,Plantae,Tracheophyta,Poales,Poaceae,Alopecurus,Alopecurus geniculatus,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Alopecurus geniculatus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,335,2,wfo-0000860764,urn:lsid:ipni.org:names:396748-1,405951,Crypsis alopecuroides,species,wfo-4000009850,Schrad.,Poaceae,"","",,Crypsis,"",alopecuroides,"",species,Valid,Fl. Germ. : 167 (1806),Accepted,"",wfo-0000889951,,"Source in seed data: wcs Updated scientificnameAuthorship from (Piller & Mitterp.) Schrad. to Schrad., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-405951 >The ",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396748-1,The Poaceae TEN,A,kew-405951,"",TRUE,Synonym,wfo-0000845538,Alopecurus geniculatus
Alopecurus geniculatus L.,Plantae,Tracheophyta,Poales,Poaceae,Alopecurus,Alopecurus geniculatus,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Alopecurus geniculatus L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,335,3,wfo-0000899541,urn:lsid:ipni.org:names:235267-2,442691,Setaria scheelei,species,wfo-4000035199,Hitchc.,Poaceae,"","",,Setaria,"",scheelei,"",species,Valid,Proc. Biol. Soc. Washington 41: 163 (1928),Accepted,"",wfo-0000886260,,"Source in seed data: wcs Updated scientificnameAuthorship from (Steud.) Hitchc. to Hitchc., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-442691 >The Plant List ",http://www.theplantlist.org/tpl1.1/record/kew-442691,The Poaceae TEN,A,kew-442691,"",TRUE,Synonym,wfo-0000845539,Alopecurus geniculatus
Elymus caninus,Plantae,Tracheophyta,Poales,Poaceae,Elymus,Elymus caninus,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Elymus caninus (L.) L.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,336,1,wfo-0000866095,urn:lsid:ipni.org:names:400197-1,410994,Elymus caninus,species,wfo-4000013270,L.,Poaceae,"","",,Elymus,"",caninus,"",species,Valid,"Fl. Suec. , ed. 2: 39 (1755)",Accepted,"",wfo-0000905800,,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) L. to L., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-410994 >The Plant List v.1.1.</a> Ori",http://www.theplantlist.org/tpl1.1/record/kew-410994,The Poaceae TEN,A,kew-410994,"",FALSE,"","",""
Elymus caninus,Plantae,Tracheophyta,Poales,Poaceae,Elymus,Elymus caninus,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Elymus caninus (L.) L.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,336,2,wfo-0000866643,urn:lsid:ipni.org:names:90320-2,411505,Elymus repens,species,wfo-4000013270,(L.) Gould,Poaceae,"","",,Elymus,"",repens,"",species,Valid,Madroño 9: 127 (1947),Accepted,"",wfo-0000906270,,"Source in seed data: wcs Update namepublishedIn from Madroño 9: 127 1947  to Madroño 9: 127 (1947), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-411505 >The P",http://www.theplantlist.org/tpl1.1/record/kew-411505,The Poaceae TEN,A,kew-411505,"",TRUE,Synonym,wfo-0000866096,Elymus caninus
Gagea lutea,Plantae,Tracheophyta,Liliales,Liliaceae,Gagea,Gagea lutea,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Gagea lutea (L.) Ker Gawl.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,337,1,wfo-0000768544,urn:lsid:ipni.org:names:535577-1,307312,Gagea lutea,species,wfo-4000015165,Ker Gawl.,Liliaceae,"","",,Gagea,"",lutea,"",species,Valid,Bot. Mag. 30: t. 1200 (1809),Accepted,"",wfo-0000713095,,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Ker Gawl. to Ker Gawl., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-307312 >The Plant List ",http://www.theplantlist.org/tpl1.1/record/kew-307312,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-307312,"",FALSE,"","",""
Viola tricolor L.,Plantae,Tracheophyta,Malpighiales,Violaceae,Viola,Viola tricolor,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Viola tricolor L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,6,338,1,wfo-0001326377,urn:lsid:ipni.org:names:915753-1,915753-1,Viola tricolor f. alba,form,"",Sigunov,Violaceae,"","",,Viola,"",tricolor,alba,form,"","Bull. Nat. Hist. Mus. Belgrade, B 34: 86 (1979).",Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,"","",FALSE,"","",""
Betula pendula Roth,Plantae,Tracheophyta,Fagales,Betulaceae,Betula,Betula pendula,SPECIES,LC,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Betula pendula Roth,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,339,1,wfo-0000335449,urn:lsid:ipni.org:names:295174-1,21582,Betula pendula,species,wfo-4000004547,Roth,Betulaceae,"","",,Betula,"",pendula,"",species,Valid,Tent. Fl. Germ. 1: 405 (1788),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Tent. Fl. Germ. 1: 405 1788  to Tent. Fl. Germ. 1: 405 (1788), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",http://www.theplantlist.org/tpl1.1/record/kew-21582,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-21582,"",FALSE,"","",""
Fumaria officinalis L.,Plantae,Tracheophyta,Ranunculales,Papaveraceae,Fumaria,Fumaria officinalis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Fumaria officinalis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,340,1,wfo-0000693355,urn:lsid:ipni.org:names:673050-1,942962,Fumaria officinalis,species,wfo-4000015114,L.,Papaveraceae,Fumarioideae,Fumarieae,,Fumaria,"",officinalis,"",species,Valid,Sp. Pl. 700 1753,Accepted,"","",,Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2815499 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2815499 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/kew-2815499,The Papaveraceae TEN,A,kew-2815499,"",FALSE,"","",""
Fumaria officinalis L.,Plantae,Tracheophyta,Ranunculales,Papaveraceae,Fumaria,Fumaria officinalis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Fumaria officinalis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,340,2,wfo-0000636283,urn:lsid:ipni.org:names:672600-1,884125,Cysticapnos vesicaria,species,wfo-4000010565,(L.) Fedde,Papaveraceae,Fumarioideae,Fumarieae,,Cysticapnos,"",vesicaria,"",species,Valid,Repert. Spec. Nov. Regni Veg. 19: 287 (1924),Accepted,"",wfo-0000693485,,"Source in seed data: cmp Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 19: 287. 1924 as 'versicarius' to Repert. Spec. Nov. Regni Veg. 19: 287 (1924), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a hre",http://www.theplantlist.org/tpl1.1/record/kew-2754374,The Papaveraceae TEN,A,kew-2754374,"",TRUE,Synonym,wfo-0000693358,Fumaria officinalis
Fumaria officinalis L.,Plantae,Tracheophyta,Ranunculales,Papaveraceae,Fumaria,Fumaria officinalis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Fumaria officinalis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,340,3,wfo-0000693480,urn:lsid:ipni.org:names:673141-1,943082,Fumaria vaillantii,species,wfo-4000015114,Loisel.,Papaveraceae,Fumarioideae,Fumarieae,,Fumaria,"",vaillantii,"",species,Valid,J. Bot. (Paris) 2: 358 (1809),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from J. Bot. (Paris) 2: 358 1809  to J. Bot. (Paris) 2: 358 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",http://www.theplantlist.org/tpl1.1/record/kew-2815620,The Papaveraceae TEN,A,kew-2815620,"",TRUE,Synonym,wfo-0000693359,Fumaria officinalis
Fumaria officinalis L.,Plantae,Tracheophyta,Ranunculales,Papaveraceae,Fumaria,Fumaria officinalis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Fumaria officinalis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,340,4,wfo-0000693204,urn:lsid:ipni.org:names:672942-1,942822,Fumaria densiflora,species,wfo-4000015114,DC.,Papaveraceae,Fumarioideae,Fumarieae,,Fumaria,"",densiflora,"",species,Valid,Cat. Pl. Horti Monsp. 113 1813,Accepted,"","",,Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2815356 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2815356 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/kew-2815356,The Papaveraceae TEN,A,kew-2815356,"",TRUE,Synonym,wfo-0000693360,Fumaria officinalis
Linnaea borealis L.,Plantae,Tracheophyta,Dipsacales,Caprifoliaceae,Linnaea,Linnaea borealis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Linnaea borealis L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,341,1,wfo-0000358023,urn:lsid:ipni.org:names:140689-2,476748,Linnaea borealis,species,wfo-4000021877,L.,Caprifoliaceae,"","",,Linnaea,"",borealis,"",species,Valid,Sp. Pl. : 631 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 631 1753  to Sp. Pl. : 631 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2337127 >The Plant ",http://www.theplantlist.org/tpl1.1/record/kew-2337127,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2337127,"",TRUE,Synonym,wfo-0001042146,Linnaea borealis f. arctica
Myosotis arvensis,Plantae,Tracheophyta,Boraginales,Boraginaceae,Myosotis,Myosotis arvensis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Myosotis arvensis (L.) Hill,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,342,1,wfo-0000367842,urn:lsid:ipni.org:names:118914-1,496451,Myosotis arvensis,species,wfo-4000025092,Hill,Boraginaceae,"","",,Myosotis,"",arvensis,"",species,Valid,Veg. Syst. 7: 55 (1764),Accepted,"",wfo-0000509822,,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Hill to Hill, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2357149 >The Plant List v.1.1.</a",http://www.theplantlist.org/tpl1.1/record/kew-2357149,The Boraginaceae TEN,A,kew-2357149,"",FALSE,"","",""
Myosotis arvensis,Plantae,Tracheophyta,Boraginales,Boraginaceae,Myosotis,Myosotis arvensis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Myosotis arvensis (L.) Hill,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,342,2,wfo-0001350141,urn:lsid:ipni.org:names:118913-1,118913-1,Myosotis arvensis,species,"",Rchb.,Boraginaceae,"","",,Myosotis,"",arvensis,"",species,"",Fl. Germ. Excurs. 340.,Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","",The Boraginaceae TEN,A,"","",FALSE,"","",""
Myosotis arvensis,Plantae,Tracheophyta,Boraginales,Boraginaceae,Myosotis,Myosotis arvensis,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Myosotis arvensis (L.) Hill,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,342,3,wfo-0001350142,urn:lsid:ipni.org:names:118916-1,118916-1,Myosotis arvensis,species,"",Roth,Boraginaceae,"","",,Myosotis,"",arvensis,"",species,"",Abh. ii. 20.,Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","",The Boraginaceae TEN,A,"","",FALSE,"","",""
Myosotis sylvatica Ehrh. ex Hoffm.,Plantae,Tracheophyta,Boraginales,Boraginaceae,Myosotis,Myosotis sylvatica,SPECIES,NE,10.4265,63.4449,71,1994,d29d79fd-2dc4-4ef5-89b8-cdf66994de0d,Myosotis sylvatica Ehrh. ex Hoffm.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,16,343,1,wfo-0000368542,urn:lsid:ipni.org:names:119282-1,497554,Myosotis sylvatica,species,wfo-4000025092,Hoffm.,Boraginaceae,"","",,Myosotis,"",sylvatica,"",species,Valid,Deutschl. Fl. Bot. Taschenb. 1: 61 (1791),Accepted,"","",,"Source in seed data: cmp Updated scientificnameAuthorship from Ehrh. ex Hoffm. to Hoffm., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2358257 >The Plant List v",http://www.theplantlist.org/tpl1.1/record/kew-2358257,The Boraginaceae TEN,A,kew-2358257,"",FALSE,"","",""
Myosotis sylvatica Ehrh. ex Hoffm.,Plantae,Tracheophyta,Boraginales,Boraginaceae,Myosotis,Myosotis sylvatica,SPECIES,NE,10.4265,63.4449,71,1994,d29d79fd-2dc4-4ef5-89b8-cdf66994de0d,Myosotis sylvatica Ehrh. ex Hoffm.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,16,343,2,wfo-0001350207,urn:lsid:ipni.org:names:119283-1,119283-1,Myosotis sylvatica,species,"",H.Mart.,Boraginaceae,"","",,Myosotis,"",sylvatica,"",species,"",Fl. Mosq. 32.,Unchecked,"","",,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","",The Boraginaceae TEN,A,"","",FALSE,"","",""
Prunella vulgaris L.,Plantae,Tracheophyta,Lamiales,Lamiaceae,Prunella,Prunella vulgaris,SPECIES,LC,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Prunella vulgaris L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,6,344,1,wfo-0000283763,urn:lsid:ipni.org:names:60428648-2,166038,Prunella vulgaris  subsp. lanceolata,subspecies,wfo-0000283746,(W.P.C.Barton) Piper & Beattie,Lamiaceae,"","",,Prunella,"",vulgaris,lanceolata,subspecies,Valid,Fl. N.W. Coast : 311 (1915),Accepted,"",wfo-0000283722,,"Source in seed data: wcs Update namepublishedIn from Fl. N.W. Coast [Piper & Beattie] 311. 1915 [10 Nov 1915]  to Fl. N.W. Coast : 311 (1915), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplan",http://www.theplantlist.org/tpl1.1/record/kew-166038,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-166038,"",TRUE,Synonym,wfo-0000283747,Prunella vulgaris f. alba
Prunella vulgaris L.,Plantae,Tracheophyta,Lamiales,Lamiaceae,Prunella,Prunella vulgaris,SPECIES,LC,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Prunella vulgaris L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,6,344,2,wfo-0000283763,urn:lsid:ipni.org:names:60428648-2,166038,Prunella vulgaris  subsp. lanceolata,subspecies,wfo-0000283746,(W.P.C.Barton) Piper & Beattie,Lamiaceae,"","",,Prunella,"",vulgaris,lanceolata,subspecies,Valid,Fl. N.W. Coast : 311 (1915),Accepted,"",wfo-0000283722,,"Source in seed data: wcs Update namepublishedIn from Fl. N.W. Coast [Piper & Beattie] 311. 1915 [10 Nov 1915]  to Fl. N.W. Coast : 311 (1915), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplan",http://www.theplantlist.org/tpl1.1/record/kew-166038,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-166038,"",TRUE,Synonym,wfo-0000283766,Prunella vulgaris f. nana
Galeopsis tetrahit L.,Plantae,Tracheophyta,Lamiales,Lamiaceae,Galeopsis,Galeopsis tetrahit,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Galeopsis tetrahit L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,345,1,wfo-0000968061,urn:lsid:ipni.org:names:447136-1,85443,Galeopsis tetrahit,species,wfo-4000015223,L.,Lamiaceae,"","",,Galeopsis,"",tetrahit,"",species,Valid,Sp. Pl. : 579 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 579 1753  to Sp. Pl. : 579 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-85443 >The Plant Li",http://www.theplantlist.org/tpl1.1/record/kew-85443,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-85443,"",FALSE,"","",""
Lathyrus niger,Plantae,Tracheophyta,Fabales,Fabaceae,Lathyrus,Lathyrus niger,SPECIES,LC,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Lathyrus niger (L.) Bernh.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,346,1,wfo-0000212694,urn:lsid:ipni.org:names:501886-1,7767,Lathyrus niger,species,wfo-4000020725,(L.) Bernh.,Fabaceae,"","",,Lathyrus,"",niger,"",species,Valid,Syst. Verz. Erf.: 247 (1800),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from Syst. Verz. (Bernhardi) 248. 1800 ; Wimm. Fl. Schles. (1841) 166 to Syst. Verz. Erf. : 247 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://",https://www.legumedata.org/taxonomy/taxon/351298,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-7767,"",FALSE,"","",""
Lathyrus vernus,Plantae,Tracheophyta,Fabales,Fabaceae,Lathyrus,Lathyrus vernus,SPECIES,LC,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Lathyrus vernus (L.) Bernh.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,347,1,wfo-0000213830,urn:lsid:ipni.org:names:502084-1,8891,Lathyrus vernus,species,wfo-4000020725,(L.) Bernh.,Fabaceae,"","",,Lathyrus,"",vernus,"",species,Valid,Syst. Verz. Erf.: 247 (1800),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from Syst. Verz. (Bernhardi) 248. 1800  to Syst. Verz. Erf. : 247 (1800), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",https://www.legumedata.org/taxonomy/taxon/351026,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-8891,"",FALSE,"","",""
Trifolium repens L.,Plantae,Tracheophyta,Fabales,Fabaceae,Trifolium,Trifolium repens,SPECIES,NE,10.423522,63.445355,1000,1990,f06ed729-104f-4e51-9db3-dfd9b228a1be,Trifolium repens L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,348,1,wfo-0000213062,urn:lsid:ipni.org:names:523626-1,8135,Trifolium repens,species,wfo-4000039133,L.,Fabaceae,"","",,Trifolium,"",repens,"",species,Valid,Sp. Pl.: 767 (1753),Accepted,"","",,"Source in seed data: ildis Update namepublishedIn from  to Sp. Pl. : 767 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8135 >The Plant List v.1.1.</a> Or",https://www.legumedata.org/taxonomy/taxon/439997,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-8135,"",TRUE,Synonym,wfo-0001061248,Trifolium repens f. repens
