validScientificName,family.ORIG,order,superOrder,seedStructure,lifeCycleHabit,growthHabit,c,s,r,csr,priority,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name
Astragalus humistratus A. Gray,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,19.37,48.92,31.7,S/CSR,4,Astragalus humistratus A. Gray,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,319,1,wfo-0000169936,urn:lsid:ipni.org:names:24986-2,16239,Astragalus humistratus,species,wfo-4000003460,A.Gray,Fabaceae,"","",,Astragalus,"",humistratus,"",species,Valid,Smithsonian Contr. Knowl.5(6): 43 (1853),Accepted,"","",,Source in seed data: ildis More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-16239 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/ild-16239 >The Plant List v.1.0</a>,https://www.legumedata.org/taxonomy/taxon/659933,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-16239,"",FALSE,"","",""
Astragalus rusbyi Greene,Fabaceae,Fabales,Rosanae,Dicot,perennial,forb,28.46,17.18,54.37,R/CSR,4,Astragalus rusbyi Greene,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,320,1,wfo-0000170103,urn:lsid:ipni.org:names:25564-2,16393,Astragalus rusbyi,species,wfo-4000003460,Greene,Fabaceae,"","",,Astragalus,"",rusbyi,"",species,Valid,Bull. Calif. Acad. Sci.1(1): 8 (1884),Accepted,"","",,Source in seed data: ildis More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-16393 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/ild-16393 >The Plant List v.1.0</a>,https://www.legumedata.org/taxonomy/taxon/662536,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ild-16393,"",FALSE,"","",""
Astrantia major L.,Apiaceae,Apiales,Asteranae,Dicot,perennial,forb,59.76,0,40.24,CR,1,Astrantia major L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,321,1,wfo-0000554832,urn:lsid:ipni.org:names:838340-1,796003,Astrantia major,species,wfo-4000003463,L.,Apiaceae,"","",,Astrantia,"",major,"",species,Valid,Sp. Pl. : 235 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 235. 1753 [1 May 1753]  to Sp. Pl. : 235 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26",http://www.theplantlist.org/tpl1.1/record/kew-2663972,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2663972,"",TRUE,Synonym,wfo-0000554838,Astrantia major f. integra
Astrantia minor L.,Apiaceae,Apiales,Asteranae,Dicot,perennial,forb,19.14,31.58,49.29,R/CSR,1,Astrantia minor L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,3,322,1,wfo-0000554846,urn:lsid:ipni.org:names:838344-1,796016,Astrantia minor,species,wfo-4000003463,L.,Apiaceae,"","",,Astrantia,"",minor,"",species,Valid,Sp. Pl. : 235 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 235. 1753 [1 May 1753]  to Sp. Pl. : 235 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26",http://www.theplantlist.org/tpl1.1/record/kew-2663985,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2663985,"",FALSE,"","",""
Astrocaryum standleyanum L.H. Bailey,Arecaceae,Arecales,Lilianae,Monocot,perennial,tree,61.3,37.15,1.54,CS,7,Astrocaryum standleyanum L.H. Bailey,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,12,323,1,wfo-0000293953,urn:lsid:ipni.org:names:25887-2,17579-wcs,Astrocaryum standleyanum,species,wfo-4000003471,L.H.Bailey,Arecaceae,"","",,Astrocaryum,"",standleyanum,"",species,Valid,Gentes Herbarum 3: 88 (1933),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Gentes Herb. 3: 88 1933  to Gentes Herbarum 3: 88 (1933), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-1757",http://www.theplantlist.org/tpl1.1/record/kew-17579,The Arecaceae TEN,A,kew-17579,"",FALSE,"","",""
Astronium graveolens Jacq.,Anacardiaceae,Sapindales,Rosanae,Dicot,perennial,tree,53.64,34.18,12.18,CS/CSR,7,Astronium graveolens Jacq.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,12,324,1,wfo-0000554996,urn:lsid:ipni.org:names:69240-1,796160,Astronium graveolens,species,wfo-4000003489,Jacq.,Anacardiaceae,"","",,Astronium,"",graveolens,"",species,Valid,Enum. Syst. Pl. : 33 (1760),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Enum. Syst. Pl. 33 1760  to Enum. Syst. Pl. : 33 (1760), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26641",http://www.theplantlist.org/tpl1.1/record/kew-2664129,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2664129,"",TRUE,Synonym,wfo-0000554999,Astronium graveolens var. dugandii
Astronium graveolens Jacq.,Anacardiaceae,Sapindales,Rosanae,Dicot,perennial,tree,53.64,34.18,12.18,CS/CSR,7,Astronium graveolens Jacq.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,12,324,2,wfo-0000554996,urn:lsid:ipni.org:names:69240-1,796160,Astronium graveolens,species,wfo-4000003489,Jacq.,Anacardiaceae,"","",,Astronium,"",graveolens,"",species,Valid,Enum. Syst. Pl. : 33 (1760),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Enum. Syst. Pl. 33 1760  to Enum. Syst. Pl. : 33 (1760), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26641",http://www.theplantlist.org/tpl1.1/record/kew-2664129,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2664129,"",TRUE,Synonym,wfo-0000555000,Astronium graveolens var. inodorum
Athamanta cretensis L.,Apiaceae,Apiales,Asteranae,Dicot,perennial,forb,50.34,49.66,0,CS,1,Athamanta cretensis L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,325,1,wfo-0000555458,urn:lsid:ipni.org:names:838414-1,796695,Athamanta cretensis,species,wfo-4000003538,L.,Apiaceae,"","",,Athamanta,"",cretensis,"",species,Valid,Sp. Pl. : 245 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 245. 1753 [1 May 1753]  to Sp. Pl. : 245 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26",http://www.theplantlist.org/tpl1.1/record/kew-2664669,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2664669,"",FALSE,"","",""
Athyrium distentifolium Tausch ex Opiz,Woodsiaceae,Polypodiales,,Fern,perennial,forb,62.31,3.61,34.07,C/CR,1,Athyrium distentifolium Tausch ex Opiz,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,15,326,1,wfo-0001109489,urn:lsid:ipni.org:names:30045965-2,26602694,Athyrium distentifolium,species,wfo-4000003575,Tausch ex Opiz,Aspleniaceae,"","",,Athyrium,"",distentifolium,"",species,Valid,Kratos 2(1): 14 (1820),Accepted,"","",,"Source in seed data: tro Update namepublishedIn from Tent Fl. Crypt. Boem. 1: 14 1820  to Kratos 2(1): 14 (1820), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-2",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30045965-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",P,tro-26602694,"",FALSE,"","",""
Athyrium filix-foemina,Woodsiaceae,Polypodiales,,Fern,perennial,forb,69.03,0,30.97,C/CR,1,Athyrium filix-foemina (L.) Roth,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,327,1,wfo-0001107233,urn:lsid:ipni.org:names:17372750-1,26600065,Athyrium filix-femina,species,wfo-4000003575,(L.) Roth,Aspleniaceae,"","",,Athyrium,"",filix-femina,"",species,Valid,Tent. Fl. Germ. 3(1.1): 65. 1799 [Jun-Sep 1799],Accepted,"",wfo-0001110186,,"Source in seed data: tro Updated namepublishedIn from Tent. Fl. Germ. 3(1): 65 1800  to Tent. Fl. Germ. 3(1.1): 65. 1799 [Jun-Sep 1799] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist",http://www.theplantlist.org/tpl1.1/record/tro-26600065,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",P,tro-26600065,"",FALSE,"","",""
Atriplex calotheca,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,forb,50.42,19.21,30.37,C/CSR,1,Atriplex calotheca (Rafn) Fr.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,328,1,wfo-0000556494,urn:lsid:ipni.org:names:876076-1,797710,Atriplex prostrata  subsp. calotheca,subspecies,wfo-0000556490,(Rafn) M.A.Gust.,Amaranthaceae,"","",,Atriplex,"",prostrata,calotheca,subspecies,Valid,Opera Bot. 39: 27 (1976),Accepted,"",wfo-0000508489,,"Source in seed data: cmp Update namepublishedIn from Opera Bot. 39: 27 1976  to Opera Bot. 39: 27 (1976), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2665698 >",http://www.theplantlist.org/tpl1.1/record/kew-2665698,The Caryophyllales Taxonomic Expert Network,A,kew-2665698,"",TRUE,Synonym,wfo-0000555874,Atriplex calotheca
Atriplex glabriuscula Edmondston,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,64.54,2.6,32.86,C/CR,1,Atriplex glabriuscula Edmondston,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,11,329,1,wfo-0000556064,urn:lsid:ipni.org:names:26334-2,797312,Atriplex glabriuscula,species,wfo-4000003611,Edmondston,Amaranthaceae,"","",,Atriplex,"",glabriuscula,"",species,Valid,Fl. Shetland : 39 (1845),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. Shetland 39 1845  to Fl. Shetland : 39 (1845), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2665299 >Th",http://www.theplantlist.org/tpl1.1/record/kew-2665299,The Caryophyllales Taxonomic Expert Network,A,kew-2665299,"",FALSE,"","",""
Atriplex halimus L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,shrub,26.04,0,73.96,R/CR,1,Atriplex halimus L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,330,1,wfo-0000556105,urn:lsid:ipni.org:names:163845-1,797349,Atriplex halimus,species,wfo-4000003611,L.,Amaranthaceae,"","",,Atriplex,"",halimus,"",species,Valid,Sp. Pl. : 1052 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1052 1753  to Sp. Pl. : 1052 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2665336 >The Plan",http://www.theplantlist.org/tpl1.1/record/kew-2665336,The Caryophyllales Taxonomic Expert Network,A,kew-2665336,"",TRUE,Synonym,wfo-0000750710,Atriplex halimus f. rifea
Atriplex laciniata L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,45.81,26.52,27.67,C/CSR,1,Atriplex laciniata L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,331,1,wfo-0000556184,urn:lsid:ipni.org:names:163905-1,797420,Atriplex laciniata,species,wfo-4000003611,L.,Amaranthaceae,"","",,Atriplex,"",laciniata,"",species,Valid,Sp. Pl. : 1053 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1053 1753  to Sp. Pl. : 1053 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2665407 >The Plan",http://www.theplantlist.org/tpl1.1/record/kew-2665407,The Caryophyllales Taxonomic Expert Network,A,kew-2665407,"",FALSE,"","",""
Atriplex littoralis L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,shrub,56.31,0,43.69,CR,1,Atriplex littoralis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,332,1,wfo-0000556238,urn:lsid:ipni.org:names:308388-2,797472,Atriplex littoralis,species,wfo-4000003611,L.,Amaranthaceae,"","",,Atriplex,"",littoralis,"",species,Valid,Sp. Pl. : 1054 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1054 1753  to Sp. Pl. : 1054 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2665459 >The Plan",http://www.theplantlist.org/tpl1.1/record/kew-2665459,The Caryophyllales Taxonomic Expert Network,A,kew-2665459,"",FALSE,"","",""
Atriplex littoralis L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,perennial,shrub,56.31,0,43.69,CR,1,Atriplex littoralis L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,332,2,wfo-0000555958,urn:lsid:ipni.org:names:163744-1,797213,Atriplex cristata,species,wfo-4000003611,Humb. & Bonpl. ex Willd.,Amaranthaceae,"","",,Atriplex,"",cristata,"",species,Valid,"Sp. Pl., ed. 4 , 4: 959 (1806)",Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 4: 959 1806  to Sp. Pl., ed. 4 , 4: 959 (1806), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-266520",http://www.theplantlist.org/tpl1.1/record/kew-2665200,The Caryophyllales Taxonomic Expert Network,A,kew-2665200,"",TRUE,Synonym,wfo-0000556240,Atriplex littoralis
Atriplex micrantha C.A. Mey.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,59.45,8.39,32.16,C/CR,1,Atriplex micrantha C.A. Mey.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,10,333,1,wfo-0000556277,urn:lsid:ipni.org:names:60448164-2,797507,Atriplex micrantha,species,wfo-4000003611,Ledeb.,Amaranthaceae,"","",,Atriplex,"",micrantha,"",species,Valid,Icon. Pl. 1: 11 (1829),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Icon. Pl. 1: 11 1829  to Icon. Pl. 1: 11 (1829), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2665494 >The ",http://www.theplantlist.org/tpl1.1/record/kew-2665494,The Caryophyllales Taxonomic Expert Network,A,kew-2665494,"",FALSE,"","",""
Atriplex micrantha C.A. Mey.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,59.45,8.39,32.16,C/CR,1,Atriplex micrantha C.A. Mey.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,10,333,2,wfo-0000556566,urn:lsid:ipni.org:names:164128-1,797774,Atriplex sagittata,species,wfo-4000003611,Borkh.,Amaranthaceae,"","",,Atriplex,"",sagittata,"",species,Valid,Rhein. Mag. Erweit. Naturk. 1: 477 (1793),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Rhein. Mag. Erweit. Naturk. 1: 477 1793  to Rhein. Mag. Erweit. Naturk. 1: 477 (1793), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli",http://www.theplantlist.org/tpl1.1/record/kew-2665762,The Caryophyllales Taxonomic Expert Network,A,kew-2665762,"",TRUE,Synonym,wfo-0000556278,Atriplex micrantha
Atriplex nitens Schkuhr,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,40.27,29.65,30.07,CSR,1,Atriplex nitens Schkuhr,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,334,1,wfo-0000556566,urn:lsid:ipni.org:names:164128-1,797774,Atriplex sagittata,species,wfo-4000003611,Borkh.,Amaranthaceae,"","",,Atriplex,"",sagittata,"",species,Valid,Rhein. Mag. Erweit. Naturk. 1: 477 (1793),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Rhein. Mag. Erweit. Naturk. 1: 477 1793  to Rhein. Mag. Erweit. Naturk. 1: 477 (1793), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli",http://www.theplantlist.org/tpl1.1/record/kew-2665762,The Caryophyllales Taxonomic Expert Network,A,kew-2665762,"",TRUE,Synonym,wfo-0000556326,Atriplex nitens
Atriplex oblongifolia Waldst. & Kit.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,24.07,31.52,44.41,SR/CSR,1,Atriplex oblongifolia Waldst. & Kit.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,15,335,1,wfo-0000556362,urn:lsid:ipni.org:names:164012-1,797587,Atriplex oblongifolia,species,wfo-4000003611,Waldst. & Kit.,Amaranthaceae,"","",,Atriplex,"",oblongifolia,"",species,Valid,Descr. Icon. Pl. Hung. 3: 278 (1812),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Descr. Icon. Pl. Hung. 3: 278 1812  to Descr. Icon. Pl. Hung. 3: 278 (1812), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl",http://www.theplantlist.org/tpl1.1/record/kew-2665574,The Caryophyllales Taxonomic Expert Network,A,kew-2665574,"",FALSE,"","",""
Atriplex oblongifolia Waldst. & Kit.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,24.07,31.52,44.41,SR/CSR,1,Atriplex oblongifolia Waldst. & Kit.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,15,335,2,wfo-0000556490,urn:lsid:ipni.org:names:60448217-2,797706,Atriplex prostrata,species,wfo-4000003611,Boucher ex DC.,Amaranthaceae,"","",,Atriplex,"",prostrata,"",species,Valid,"Fl. Franç. , ed. 3, 3: 387 (1805)",Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. Franç. ed. 3, 3: 387 1805  to Fl. Franç. , ed. 3, 3: 387 (1805), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/kew-2665694,The Caryophyllales Taxonomic Expert Network,A,kew-2665694,"",TRUE,Synonym,wfo-0000556363,Atriplex oblongifolia
Atriplex patula L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,50.84,0,49.16,CR,1,Atriplex patula L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,336,1,wfo-0000555836,urn:lsid:ipni.org:names:163663-1,797088,Atriplex australasica,species,wfo-4000003611,Moq.,Amaranthaceae,"","",,Atriplex,"",australasica,"",species,Valid,Chenop. Monogr. Enum. : 59 (1840),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Chenop. Monogr. Enum. 59 1840  to Chenop. Monogr. Enum. : 59 (1840), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco",http://www.theplantlist.org/tpl1.1/record/kew-2665075,The Caryophyllales Taxonomic Expert Network,A,kew-2665075,"",TRUE,Synonym,wfo-0000556430,Atriplex patula var. gunnii
Atriplex patula L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,50.84,0,49.16,CR,1,Atriplex patula L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,336,2,wfo-0000556080,urn:lsid:ipni.org:names:163828-1,797325,Atriplex gmelinii,species,wfo-4000003611,C.A.Mey. ex Bong.,Amaranthaceae,"","",,Atriplex,"",gmelinii,"",species,Valid,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 2: 160 (1833)",Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 2: 160 1833  to Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 2: 160 (1833), ",http://www.theplantlist.org/tpl1.1/record/kew-2665312,The Caryophyllales Taxonomic Expert Network,A,kew-2665312,"",TRUE,Synonym,wfo-0000556438,Atriplex patula var. obtusa
Atriplex patula L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,50.84,0,49.16,CR,1,Atriplex patula L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,336,3,wfo-0000556080,urn:lsid:ipni.org:names:163828-1,797325,Atriplex gmelinii,species,wfo-4000003611,C.A.Mey. ex Bong.,Amaranthaceae,"","",,Atriplex,"",gmelinii,"",species,Valid,"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 2: 160 (1833)",Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 2: 160 1833  to Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 2: 160 (1833), ",http://www.theplantlist.org/tpl1.1/record/kew-2665312,The Caryophyllales Taxonomic Expert Network,A,kew-2665312,"",TRUE,Synonym,wfo-0001294614,Atriplex patula var. obtusa
Atriplex patula L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,50.84,0,49.16,CR,1,Atriplex patula L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,336,4,wfo-0000556490,urn:lsid:ipni.org:names:60448217-2,797706,Atriplex prostrata,species,wfo-4000003611,Boucher ex DC.,Amaranthaceae,"","",,Atriplex,"",prostrata,"",species,Valid,"Fl. Franç. , ed. 3, 3: 387 (1805)",Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Fl. Franç. ed. 3, 3: 387 1805  to Fl. Franç. , ed. 3, 3: 387 (1805), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re",http://www.theplantlist.org/tpl1.1/record/kew-2665694,The Caryophyllales Taxonomic Expert Network,A,kew-2665694,"",TRUE,Synonym,wfo-0000556439,Atriplex patula var. salina
Atriplex patula L.,Amaranthaceae,Caryophyllales,Caryophyllanae,Dicot,annual,forb,50.84,0,49.16,CR,1,Atriplex patula L.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,10,336,5,wfo-0000556421,urn:lsid:ipni.org:names:26419-2,797642,Atriplex patula,species,wfo-4000003611,L.,Amaranthaceae,"","",,Atriplex,"",patula,"",species,Valid,Sp. Pl. : 1053 (1753),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1053 1753  to Sp. Pl. : 1053 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2665629 >The Plan",http://www.theplantlist.org/tpl1.1/record/kew-2665629,The Caryophyllales Taxonomic Expert Network,A,kew-2665629,"",TRUE,Synonym,wfo-0001294793,Atriplex patula var. patula
