species,author,popularNameNO,establishmentClass,alienStatus,riskCategory,validScientificName,validScientificName.ORIG,Squished,Brackets.detected,Number.detected,Unique,Matched,Fuzzy,Fuzzy.toomany,Fuzzy.two,Fuzzy.one,Fuzzy.dist,OriSeq,Subseq,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,references,source,majorGroup,tplID,Hybrid,New.accepted,Old.status,Old.ID,Old.name,One.Reason
Callonetta leucophrys,"",prydand,A,Dørstokkart,NK,Callonetta leucophrys,Callonetta leucophrys ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,365,1,"",,,Callonetta leucophrys,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Callosciurus erythraeus,"Pallas, 1779",rødbuktreekorn,A,Dørstokkart,SE,Callosciurus,"Callosciurus erythraeus Pallas, 1779",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,366,1,"",,,Callosciurus,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Callosciurus finlaysonii,"(Horsfield, 1823)",variatreekorn,A,Dørstokkart,NK,Callosciurus finlaysonii,"Callosciurus finlaysonii (Horsfield, 1823)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,367,1,"",,,Callosciurus finlaysonii,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Calocedrus decurrens,(Torr.) Florin,røkelsestre,B2,Dørstokkart,LO,Calocedrus decurrens,Calocedrus decurrens (Torr.) Florin,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,368,1,wfo-0000580852,urn:lsid:ipni.org:names:42548-2,382424,Calocedrus decurrens,species,wfo-4000006133,(Torr.) Florin,Cupressaceae,"","",,Calocedrus,"",decurrens,"",species,Valid,Taxon 5: 192 (1956),Accepted,"",wfo-0000358623,,"Source in seed data: wcs Updated majorGroup from A to G, information provided by Alan E. on email Nov. 08 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2692988 >The Plant List v.1.1.</a> Originally in <a href=h",http://www.theplantlist.org/tpl1.1/record/kew-2692988,The Caryophyllales TEN,G,kew-2692988,"",FALSE,"","","",""
Calyptomerus dubius,"(Marsham, 1802)","",C1,Dørstokkart,NK,Calyptomerus dubius,"Calyptomerus dubius (Marsham, 1802)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,369,1,"",,,Calyptomerus dubius,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Calyptospadix cerulea,"Clarke, 1882","",A,Dørstokkart,LO,Calyptospadix,"Calyptospadix cerulea Clarke, 1882",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,370,1,"",,,Calyptospadix,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Calystegia americana,(Sims) Daniels,amerikastrandvindel,A,Dørstokkart,LO,Calystegia americana,Calystegia americana (Sims) Daniels,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,371,1,wfo-0001296632,urn:lsid:ipni.org:names:43590-2,8500004,Calystegia sepium  subsp. americana,subspecies,wfo-0001296723,(Sims) Brummitt,Convolvulaceae,"","",,Calystegia,"",sepium,americana,subspecies,Valid,Ann. Missouri Bot. Gard. 52: 216 (1965),Accepted,"",wfo-0001297953,,"Source in seed data: tro Update namepublishedIn from Ann. Missouri Bot. Gard. 52(2): 216. 1965 [27 Jul 1965]  to Ann. Missouri Bot. Gard. 52: 216 (1965), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:43590-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-8500004,"",TRUE,Synonym,wfo-0001298500,Calystegia americana,""
Calystegia ×pulchra,Brummitt & Heywood,rosenvindel,D2,Selvstendig reproduserende,HI,Calystegia ×pulchra Brummitt & Heywood,Calystegia ×pulchra Brummitt & Heywood,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,20,372,1,wfo-0000155476,urn:lsid:ipni.org:names:265687-1,265687-1,Calystegia pulchra,species,wfo-4000006336,Brummitt & Heywood,Convolvulaceae,"","",,Calystegia,"",pulchra,"",species,Valid,Bot. Soc. Brit. Isles Proc. 3: 385 (1960),Accepted,"","",,"Source in seed data: ipni Update namepublishedIn from Proc. Bot. Soc. Brit. Isles iii. 385 (1960).  to Bot. Soc. Brit. Isles Proc. 3: 385 (1960), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:265687-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,ifn-59673,"",FALSE,"","","",""
Calystegia silvatica,(Kit.) Griseb.,storvindel,A,Dørstokkart,LO,Calystegia silvatica,Calystegia silvatica (Kit.) Griseb.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,373,1,wfo-0001297183,urn:lsid:ipni.org:names:143196-3,8500641,Calystegia silvatica,species,wfo-4000006336,Griseb.,Convolvulaceae,"","",,Calystegia,"",silvatica,"",species,Valid,Spic. Fl. Rumel. 2: 74 (1844),Accepted,"",wfo-0001298537,,"Source in seed data: tro Updated scientificnameAuthorship from (Kit.) Griseb. to Griseb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-8500641 >The Plant List v",http://www.theplantlist.org/tpl1.1/record/tro-8500641,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-8500641,"",FALSE,"","","",""
Calystegia ×spectabilis,(Brummitt) Tzvelev,prydstrandvindel,E,Selvstendig reproduserende,SE,Calystegia ×spectabilis,Calystegia ×spectabilis (Brummitt) Tzvelev,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,374,1,wfo-0001298986,urn:lsid:ipni.org:names:878592-1,8502815,Calystegia sepium  subsp. spectabilis,subspecies,wfo-0001296723,Brummitt,Convolvulaceae,"","",,Calystegia,"",sepium,spectabilis,subspecies,Valid,Bot. J. Linn. Soc. 64: 73 (1971),Accepted,"","",,"Source in seed data: tro Update namepublishedIn from Bot. J. Linn. Soc. 64(1): 73. 1971  to Bot. J. Linn. Soc. 64: 73 (1971), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/",http://www.theplantlist.org/tpl1.1/record/tro-8502815,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-8502815,"",TRUE,Synonym,wfo-0000155030,Calystegia spectabilis,""
Camaena cicatricosa,"(O.F. Müller, 1774)","",A,Dørstokkart,LO,Camaena cicatricosa,"Camaena cicatricosa (O.F. Müller, 1774)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,TRUE,16,375,1,wfo-0001006874,"",41612,Pyrus amaena,species,"",Poit. & Turpin,Rosaceae,"","",,Pyrus,"",amaena,"",species,"","Trait‚ des arbres fruitiers ; 1807 P.no.6, t.142 1811",Unchecked,"","",,Source in seed data: rjp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-41612 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/rjp-41612 >The Plant List v.1.0</a>,http://www.theplantlist.org/tpl1.1/record/rjp-41612,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,rjp-41612,"",FALSE,"","","",""
Cambarellus chapalanus,"(Faxon, 1898)","",A,Dørstokkart,PH,Cambarellus chapalanus,"Cambarellus chapalanus (Faxon, 1898)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,376,1,"",,,Cambarellus chapalanus,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Cambarellus diminutus,"H.H.Jr. Hobbs, 1945","",A,Dørstokkart,PH,Cambarellus,"Cambarellus diminutus H.H.Jr. Hobbs, 1945",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,377,1,"",,,Cambarellus,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Cambarellus montezumae,"(de Saussure, 1857)","",A,Dørstokkart,PH,Cambarellus montezumae,"Cambarellus montezumae (de Saussure, 1857)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,378,1,"",,,Cambarellus montezumae,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Cambarellus ninae,"H.H.Jr. Hobbs, 1950","",A,Dørstokkart,PH,Cambarellus,"Cambarellus ninae H.H.Jr. Hobbs, 1950",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,379,1,"",,,Cambarellus,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Cambarellus patzcuarensis,"A. Villalobos, 1943","",A,Dørstokkart,PH,Cambarellus,"Cambarellus patzcuarensis A. Villalobos, 1943",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,380,1,"",,,Cambarellus,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Cambarellus puer,"H.H.Jr. Hobbs, 1945","",A,Dørstokkart,PH,Cambarellus,"Cambarellus puer H.H.Jr. Hobbs, 1945",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,381,1,"",,,Cambarellus,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Cambarellus schmitti,"H.H. Jr. Hobbs, 1942","",A,Dørstokkart,PH,Cambarellus,"Cambarellus schmitti H.H. Jr. Hobbs, 1942",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,382,1,"",,,Cambarellus,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Cambarellus shufeldtii,"(Faxon, 1884)","",A,Dørstokkart,PH,Cambarellus shufeldtii,"Cambarellus shufeldtii (Faxon, 1884)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,383,1,"",,,Cambarellus shufeldtii,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Cambarellus texanus,"Albaugh & Black, 1973","",A,Dørstokkart,PH,Cambarellus,"Cambarellus texanus Albaugh & Black, 1973",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,384,1,"",,,Cambarellus,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Camelina sativa subsp. microcarpa,(Andrz. ex DC.) Thell.,sanddodre,C2,Selvstendig reproduserende,NK,Camelina sativa subsp. microcarpa,Camelina sativa subsp. microcarpa (Andrz. ex DC.) Thell.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,385,1,wfo-0000582173,urn:lsid:ipni.org:names:279860-1,825859,Camelina microcarpa,species,wfo-4000006355,Andrz. ex DC.,Brassicaceae,"","",,Camelina,"",microcarpa,"",species,Valid,Syst. Nat. 2: 517 (1821),Accepted,"","",,"Source in seed data: cmp Update namepublishedIn from Syst. Nat. [Candolle] 2: 517. 1821 [late May 1821]  to Syst. Nat. 2: 517 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org",http://www.theplantlist.org/tpl1.1/record/kew-2694391,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2694391,"",TRUE,Synonym,wfo-0000582197,Camelina sativa subsp. microcarpa,Accepted
Camelostrongylus mentulatus,"(Railliet & Henry, 1909)","",D2,Selvstendig reproduserende,LO,Camelostrongylus mentulatus,"Camelostrongylus mentulatus (Railliet & Henry, 1909)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,TRUE,,386,1,"",,,Camelostrongylus mentulatus,,,,,,,,,,,,,,,,"",,,,,,,,"",FALSE,"","","",no match found
Cameraria ohridella,"Deschka & Dimic, 1986","",C2,Selvstendig reproduserende,PH,Cameraria,"Cameraria ohridella Deschka & Dimic, 1986",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,387,1,wfo-4000006362,urn:lsid:ipni.org:names:2239-1,40036357,Cameraria,genus,wfo-7000000038,L.,Apocynaceae,"","",,Cameraria,"","","",genus,Valid,Sp. Pl. : 210 (1753),Accepted,"","",,"Source in seed data: TPL1.1 Update namepublishedIn from Sp. Pl. 1: 210. 1753. (1 May 1753)  to Sp. Pl. : 210 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/1.1/browse/A/Apo","",The Apocynaceae TEN,A,"","",FALSE,"","","",""
Campanula alliariifolia,Willd.,"",B2,Dørstokkart,LO,Campanula alliariifolia Willd.,Campanula alliariifolia Willd.,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,388,1,wfo-0000826427,urn:lsid:ipni.org:names:139873-1,363888,Campanula alliariifolia,species,wfo-4000006381,Willd.,Campanulaceae,"","",,Campanula,"",alliariifolia,"",species,Valid,"Sp. Pl., ed. 4 , 1: 910 (1798)",Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 910 1798  to Sp. Pl., ed. 4 , 1: 910 (1798), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-363888",http://www.theplantlist.org/tpl1.1/record/kew-363888,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-363888,"",FALSE,"","","",Not a synonym
Campanula carpatica,Jacq.,karpatklokke,C2,Selvstendig reproduserende,LO,Campanula carpatica Jacq.,Campanula carpatica Jacq.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,12,389,1,wfo-0000826758,urn:lsid:ipni.org:names:140068-1,364195,Campanula carpatica,species,wfo-4000006381,Jacq.,Campanulaceae,"","",,Campanula,"",carpatica,"",species,Valid,Hort. Bot. Vindob. 1: 22 (1770),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Hort. Vind. i. 22. t. 57.  to Hort. Bot. Vindob. 1: 22 (1770), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew",http://www.theplantlist.org/tpl1.1/record/kew-364195,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-364195,"",TRUE,Synonym,wfo-0000826759,Campanula carpatica var. dasycarpa,""
Campanula glomerata subsp. glomerata,"",engtoppklokke,D1,Selvstendig reproduserende,LO,Campanula glomerata subsp. glomerata,Campanula glomerata subsp. glomerata ,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,390,1,wfo-0000838665,urn:lsid:ipni.org:names:77171563-1,375976,Campanula glomerata  subsp. glomerata,subspecies,wfo-0000827269,"",Campanulaceae,"","",,Campanula,"",glomerata,glomerata,subspecies,Valid,Unknown,Accepted,"","",,"Source in seed data: wcs Updated taxonomicstatus from Accepted to accepted, acceptedNameId from to null, [references] from https://wcvp.science.kew.org/taxon/77171563-1,  according to WCVP, information provided by Alan E. on email Dec 02 2020 More detail",https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77171563-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-375976,"",FALSE,"","","",""
Campanula glomerata var. 'Superba',"",prakttoppklokke,E,Selvstendig reproduserende,HI,Campanula glomerata var. 'Superba',Campanula glomerata var. 'Superba' ,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,15,391,1,wfo-0000827269,urn:lsid:ipni.org:names:140364-1,364698,Campanula glomerata,species,wfo-4000006381,L.,Campanulaceae,"","",,Campanula,"",glomerata,"",species,Valid,Sp. Pl. : 166 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 166. 1753 [1 May 1753]  to Sp. Pl. : 166 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-36",http://www.theplantlist.org/tpl1.1/record/kew-364698,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-364698,"",FALSE,"","","",Accepted
Campanula lactiflora,M.Bieb.,melkeklokke,C1,Dørstokkart,LO,Campanula lactiflora M.Bieb.,Campanula lactiflora M.Bieb.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,392,1,wfo-0000827572,urn:lsid:ipni.org:names:140535-1,364981,Campanula lactiflora,species,wfo-4000006381,M.Bieb.,Campanulaceae,"","",,Campanula,"",lactiflora,"",species,Valid,Fl. Taur.-Caucas. 1: 153 (1808),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Fl. Taur.-Caucas. 1: 153. 1808  to Fl. Taur.-Caucas. 1: 153 (1808), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor",http://www.theplantlist.org/tpl1.1/record/kew-364981,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-364981,"",FALSE,"","","",""
Campanula latifolia subsp. macrantha,(Fisch. ex Hornem.),prydstorklokke,D1,Selvstendig reproduserende,HI,Campanula latifolia subsp. macrantha,Campanula latifolia subsp. macrantha (Fisch. ex Hornem.),FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,17,393,1,wfo-0000827620,urn:lsid:ipni.org:names:140562-1,365023,Campanula latifolia,species,wfo-4000006381,L.,Campanulaceae,"","",,Campanula,"",latifolia,"",species,Valid,Sp. Pl. : 165 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 165. 1753 [1 May 1753]  to Sp. Pl. : 165 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-36",http://www.theplantlist.org/tpl1.1/record/kew-365023,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-365023,"",FALSE,"","","",""
Campanula medium,L.,mariaklokke,C1,Dørstokkart,LO,Campanula medium L.,Campanula medium L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,6,394,1,wfo-0000827845,urn:lsid:ipni.org:names:140670-1,365242,Campanula medium,species,wfo-4000006381,L.,Campanulaceae,"","",,Campanula,"",medium,"",species,Valid,Sp. Pl. : 167 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 167. 1753 [1 May 1753]  to Sp. Pl. : 167 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-36",http://www.theplantlist.org/tpl1.1/record/kew-365242,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-365242,"",TRUE,Synonym,wfo-0000827846,Campanula medium f. alba,""
Campanula patula,L.,engklokke,D2,Selvstendig reproduserende,PH,Campanula patula L.,Campanula patula L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,395,1,wfo-0000828061,urn:lsid:ipni.org:names:140798-1,365444,Campanula patula,species,wfo-4000006381,L.,Campanulaceae,"","",,Campanula,"",patula,"",species,Valid,Sp. Pl. : 163 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 163. 1753 [1 May 1753]  to Sp. Pl. : 163 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-36",http://www.theplantlist.org/tpl1.1/record/kew-365444,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-365444,"",TRUE,Synonym,wfo-0000828087,Campanula patula var. parva,""
Campanula portenschlagiana,Schult.,krypklokke,C0,Dørstokkart,LO,Campanula portenschlagiana Schult.,Campanula portenschlagiana Schult.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,396,1,wfo-0000828241,urn:lsid:ipni.org:names:140868-1,365623,Campanula portenschlagiana,species,wfo-4000006381,Roem. & Schult.,Campanulaceae,"","",,Campanula,"",portenschlagiana,"",species,Valid,"Syst. Veg., ed. 15 bis 5: 93 (1819)",Accepted,"","",,"Source in seed data: wcs Updated scientificnameAuthorship from Schult. to Roem. & Schult., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-365623 >The Plant List v",http://www.theplantlist.org/tpl1.1/record/kew-365623,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-365623,"",FALSE,"","","",""
Campanula poscharskyana,Degen,"",B2,Dørstokkart,LO,Campanula poscharskyana Degen,Campanula poscharskyana Degen,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,397,1,wfo-0000828247,urn:lsid:ipni.org:names:140870-1,365629,Campanula poscharskyana,species,wfo-4000006381,Degen,Campanulaceae,"","",,Campanula,"",poscharskyana,"",species,Valid,Magyar Bot. Lapok 7: 103 (1908),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Magyar Bot. Lapok vii. 103 (1908).  to Magyar Bot. Lapok 7: 103 (1908), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r",http://www.theplantlist.org/tpl1.1/record/kew-365629,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-365629,"",FALSE,"","","",""
Campanula punctata,Lam.,prikk-klokke,C1,Dørstokkart,NK,Campanula punctata Lam.,Campanula punctata Lam.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,398,1,wfo-0000828312,urn:lsid:ipni.org:names:140913-1,365689,Campanula punctata,species,wfo-4000006381,Lam.,Campanulaceae,"","",,Campanula,"",punctata,"",species,Valid,Encycl. 1: 586 (1785),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Encycl. [J. Lamarck & al.] 1(2): 586. 1785 [1 Aug 1785]  to Encycl. 1: 586 (1785), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o",http://www.theplantlist.org/tpl1.1/record/kew-365689,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-365689,"",TRUE,Synonym,wfo-0000828319,Campanula punctata f. partita,""
Campanula rapunculoides,L.,ugrasklokke,E,Selvstendig reproduserende,HI,Campanula rapunculoides L.,Campanula rapunculoides L.,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,399,1,wfo-0000828416,urn:lsid:ipni.org:names:140949-1,365789,Campanula rapunculoides,species,wfo-4000006381,L.,Campanulaceae,"","",,Campanula,"",rapunculoides,"",species,Valid,Sp. Pl. : 165 (1753),Accepted,"","",,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 165 1753  to Sp. Pl. : 165 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-365789 >The Plant L",http://www.theplantlist.org/tpl1.1/record/kew-365789,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-365789,"",FALSE,"","","",""
Campylopus introflexus,(Hedw.) Brid.,ribbesåtemose,E,Selvstendig reproduserende,SE,Campylopus introflexus,Campylopus introflexus (Hedw.) Brid.,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,,400,1,wfo-0001179580,35156181,35156181,Campylopus introflexus,species,wfo-4000006478,(Hedw.) Brid.,Leucobryaceae,"","",,Campylopus,"",introflexus,"",species,Valid,Muscol. Recent. Suppl. 4: 72 1819,Accepted,"",wfo-0001159499,,Source in seed data: tro Updated family from Dicranaceae to Leucobryaceae according to genus family More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35156181 >The Plant List v.1.1.</a> Originally in <a href=http://www.,http://www.theplantlist.org/tpl1.1/record/tro-35156181,The Bryophyte TEN,B,tro-35156181,"",FALSE,"","","",""
